timestamp,load,temperature,off,weekday_int,CTE_hour_sin,CTE_hour_cos
2014-09-08 11:00:00+00:00,1660.717937,23.3,0,0,0.258819045,-0.965925826
2014-09-08 12:00:00+00:00,1432.382214,24.45,0,0,1.22E-16,-1
2014-09-08 13:00:00+00:00,1547.416296,25.2,0,0,-0.258819045,-0.965925826
2014-09-08 14:00:00+00:00,1597.310597,25.63333333,0,0,-0.5,-0.866025404
2014-09-08 15:00:00+00:00,1962.509159,26.3,0,0,-0.707106781,-0.707106781
2014-09-08 16:00:00+00:00,1667.99419,26.25,0,0,-0.866025404,-0.5
2014-09-08 17:00:00+00:00,1874.501156,26.16666667,0,0,-0.965925826,-0.258819045
2014-09-08 18:00:00+00:00,1512.767476,24.7,0,0,-1,-1.84E-16
2014-09-08 19:00:00+00:00,1490.592232,23.5,0,0,-0.965925826,0.258819045
